id,row_id,username,license,license_url,lat,lng,geoprivacy,hotspot,event,observed,country,county,state,municipality,postcode,observation_notes,Cruise_Ship_Name,Recent_Rainfall_(inches)_(in),Tide_Stage,Time_of_Low_Tide,Time_(High_Tide),Cooler_Temperature_(_C),Water_Temperature_(_C)_(C),Air_temperature_(_C)_(°C),Wind_Speed_(mph),Tow_Depth_(m),Salinity_(ppt),DO_(avg)_(ppm),Enterococcus_Number_(/100ml),Biological_Oxygen_Demand_(BOD),Phytoplankton_(Dominant_Species_1),Phytoplankton_(Dominant_Species_3),Total_Phytoplankton,Current,Weather,Wind_on_Water,Sample_Method_(cruise_ship),Transparency_(avg)_(m),Observations_(cruise_ship),Nitrogen_(ug/L),Silicic_Acid_(uM),Phosphorus_(mg/L),Ammonium_(mg/L),Turbidity_(Average),Wind_Direction,Count,Comments_Brand_Names,Abundance,Transparency_(m),Dissolved_Oxygen,Current_(relative),Nutrient_Vial_Number,Nutrient_bath_temperature_(C),__of_LARGE_Pseudo_nitzschia,__of_SMALL_Pseudo_nitzschia,__of_Dinophysis_acuminata,__of_Alexandrium,__of_Prorocentrum_lima,__of_Margalefidinium_p_,__of_Karenia,PS_TNTC_reached_at_cell__,Comments,Phytoplankton_(Dominant_Species_2),Date_e_mailed_to_DMR,Lab_Comments,Collected_By,Inches_of_Rain_(in),Tide_in___out,Time_of_High_Tide,Water_Surface,Phytoplanton_Sample_Method,Field_Notes,Image 1,Image 2,Image 3,Image 4,Image 5,__of_Dinophysis_norvegica,__of_Dinophysis_spp__(unknown),Descending_Transparency_(m),Ascending_Transparency_(m),Water_Depth_(m),Frequency_(Dominant_Species_1),Frequency_(Dominant_Species_2),Zooplankton_Frequency,Microplastics_Sampling_Type,Amount_of_Water_Filtered_(L),Blue__Round,Blue__Filament,Blue__Angular,Blue__Other_Shape,Red__Round,Red__Filament,Red__Angular,Red__Other_Shape,Transparent_White__Round,Transparent_White__Filament,Transparent_White__Angular,Transparent_White__Other_Shape,Black__Round,Black__Filament,Black__Angular,Black__Other_Shape,Green__Round,Green__Filament,Green__Angular,Green__Other_Shape,Other_Colors__Round,Other_Colors__Filament,Other_Colors__Angular,Other_Colors__Other_Shape,Microplastics_Notes,Wind_Speed,__Grid_Cells_Counted,pH,__of_Copepods,Berth,Water_Traffic,Phosphorous_(ug/L)
"64640","159732","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-07-25 10:13:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Independence","0","7","12:47:00 AM","6:53:00 AM","6","16","15","","","34","8.4","5","5.9","","","","Slow Current","Clear","Ripple","","4.9","Oil on Surface","0.09","6.56","0.57","0.63","`0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64641","159733","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-07-20 17:33:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","5","9:23:00 PM","3:11:00 PM","5","15","27.5","","","34","8.699999999999999","5","8.1","","","","Slow Current","Clear","Ripple","","5.3","Other","0.01","6.64","0.44","0.66","`0.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64642","159734","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-07-31 00:37:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","4","5:06:00 PM","11:17:00 PM","3","15","18","","","35","7.9","183","7.2","","","","Calm","Clear","Ripple","","2.75","Other","","","","","`0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64643","159735","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-08-02 10:54:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Independence","0","1","7:09:00 AM","12:50:00 AM","4","14","14.5","","","35","7.4","85","","","","","Calm","Overcast","Ripple","","3.05","","","","","","1.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64644","159736","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2011-08-04 17:40:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","6","9:17:00 PM","2:59:00 PM","5","15","20.5","","","34","8.199999999999999","5","","","","","Slow Current","Overcast","Ripple","","3.6","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64645","159737","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-05-13 14:01:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","","","","3","7.1","8.8","3","","32","9.1","10","8.1","Phaeocystis","Alexandrium","","Calm","Clear","Ripple","","7.1","","2.21","9.609999999999999","0.3","1.16","`0.61","NE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64646","159738","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2014-05-13 13:43:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control","0","","","","3","6.9","12.1","3","","32","9.15","5","8.050000000000001","Phaeocystis","Alexandrium","","Calm","Clear","Ripple","","8.1","","2.25","7.81","0.33","2.37","`0.63","NE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64647","159739","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2014-05-13 14:37:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","","","","3","7.6","9.8","3","","33","9.4","5","8","Pseudonitzschia","Alexandrium","","Calm","Clear","Calm","","6.5","","0.41","8.199999999999999","0.19","0.69","`0.8100000000000001","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64648","159740","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-05-24 14:18:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Marina","0","","2:00:00 PM","","6.5","10","13.2","3","","34","8.699999999999999","5","7.8","Pseudonitzschia","Cylindrotheca","","Medium Current","Partly Cloudy","","","6.05","","2.77","8.859999999999999","0.35","1.57","`0.34","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64649","159741","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.401757,-68.189818,"false","Bell Buoy #7","","2014-05-30 13:20:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control","0","","6:41:00 AM","","1","8.8","11.9","6","","35","8.9","5","7.4","Pseudonitzschia","Cylindrotheca","","Medium Current","Partly Cloudy","Ripple","","4.8","","2.1","9.130000000000001","0.37","0.45","`0.46","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64650","159742","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-05-30 14:10:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Veendam","0","","6:41:00 AM","","1","8.4","10.3","10","","35","8.800000000000001","5","6.3","Pseudonitzschia","Cylindrotheca","","Rapid Current","Partly Cloudy","Ripple","","5","","2.95","9.17","0.43","0.37","`0.63","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64651","159743","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-06-05 12:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Crystal Symphony","0","","10:58:00 AM","","-1","9.4","11.6","8","","31","8.5","5","7.6","Pseudonitzschia","Thalassiosira","7275","Slow Current","Fog","Ripple","Filtered","5.1","Oil on Surface","0.79","6.92","0.28","7.04","`0.77","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64652","159744","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2014-07-21 11:15:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","7","12:00:00 AM","12:00:00 AM","2","13.7","17.4","2","","32","9.9","3255","7.2","Stepanophysis","Skeletonema","","Calm","Clear","Calm","Filtered","3.57","Other","0.11","2.83","0.09","0.49","`0.93","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64653","159745","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2014-07-30 13:34:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Independence","0","","7:42:00 AM","","5","15","18","4","","31","8.1","5","6.8","Skeletonema","stephanopyxis","","Slow Current","Fog","Waves","Filtered","2.5","Other","0.23","2.26","0.22","3.73","1.3","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64654","159746","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2014-08-18 14:22:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","American Glory","0","","11:51:00 AM","","3","14.3","19","7","","31","8.9","5","7.3","Skeletonema","Pseudonitzschia","","Medium Current","Partly Cloudy","Ripple","Filtered","3.7","Water fowl","0.31","1.64","0.26","3.88","`0.59","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64655","159747","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2014-08-26 13:50:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Control","0","","6:02:00 AM","12:09:00 PM","4","16.9","20.1","3","","32","9.449999999999999","5","7","Skeletonema","Pseudonitzschia","","Slow Current","Clear","Ripple","Filtered","5","","0.2","1.92","0.88","1.03","`0.18","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64656","159748","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-08-26 14:15:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","","6:02:00 AM","12:09:00 PM","4","16.2","20.1","2","","31","9.449999999999999","5","7.3","Skeletonema","Pseudonitzschia","","Slow Current","Clear","Calm","Filtered","4.8","Marine Mammals","0.23","2.34","0.95","0.89","`0.29","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64657","159749","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2014-08-26 14:55:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control","0","","6:02:00 AM","","4","16.7","22.9","3","","32","7.8","471","6.65","Skeletonema","Pseudonitzschia","","Slow Current","Clear","Calm","Filtered","3.53","","0.72","3.14","1.21","5.37","`0.4","East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64658","159750","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2014-08-27 14:00:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Control Resample","0","","6:36:00 AM","","4","16.5","30","3","","32","9.1","5","","Skeletonema","Pseudonitzschia","","Slow Current","Clear","Calm","Filtered","3.57","","0.22","3.18","1.24","1.79","`0.82","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64659","159751","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-09-06 13:37:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Amadea","0","","","8:37:00 AM","4","15.1","22.3","17","","31","9","5","7.6","Skeletonema","Pseudonitzschia","","Rapid Current","Partly Cloudy","Waves","Filtered","5.9","","1.08","2.91","1.19","1.13","`0.37","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64660","159752","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-09-10 15:30:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Seabourn Quest","0","","","12:11:00 PM","4","13.4","18.3","6","","31","7.8","5","7.7","Skeletonema","Pseudonitzschia","","Slow Current","Partly Cloudy","Ripple","Filtered","5.15","","0.54","3.09","0.78","1.92","`0.45","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64661","159753","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2014-09-18 13:45:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Balmoral","0","","1:22:00 PM","7:15:00 AM","2.5","13","19","4","","31","8.6","5","7.3","Pseudonitzschia","Chaetoceros","","Slow Current","Clear","Ripple","Filtered","5.2","Other","0.01","`0.39","1.07","0.03","`0.54","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64662","159754","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-09-18 14:15:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Crystal Serenity","0","","1:22:00 PM","7:15:00 AM","2.5","13","17","10","","31","8.699999999999999","5","7.9","Chaetoceros","Pseudonitzschia","","Medium Current","Clear","Ripple","Filtered","4.85","Other","1.02","2.95","1.14","0.12","`0.67","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64663","159755","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-09-25 13:35:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Legend of the Seas","0","","6:02:00 AM","12:08:00 PM","2","12.8","14.5","2","","33","8.5","5","7","Chaetoceros","Pseudonitzschia","","Slow Current","Partly Cloudy","Ripple","Filtered","4.3","Other","2.92","3.65","1.02","2.06","1.04","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64664","159756","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-09-26 13:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Brilliance of the Seas","0","","","12:42:00 PM","2","12","15.5","2","","31","8.9","5","7.65","Pseudonitzschia","Chaetoceros","","Slow Current","Clear","Ripple","Filtered","5.65","","1.11","3.68","0.95","0.77","`0.51","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64665","159757","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-09-30 13:40:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Royal Princess","0","","9:18:00 AM","","2","12.5","11.1","8","","32","8.699999999999999","5","7.1","Chaetoceros socialis","Pseudonitzschia","","Slow Current","Overcast","Ripple","Filtered","4.65","","2","3.42","1.14","0.96","`0.7","NE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64666","159758","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-06 15:05:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Regatta","","","","","3","13.1","14.1","8","","32","9.1","5","7.1","Chaetoceros socialis","Pseudonitzschia","","Slow Current","Clear","Waves","","4","","0.8","2.27","1.07","1.32","`0.83","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64667","159759","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2014-10-07 13:45:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Pearl Mist","0","","","10:10:00 AM","2","12.6","15.4","15","","32","8.15","5","7.5","Chaetoceros socialis","Pseudonitzschia","","Rapid Current","Partly Cloudy","Waves","Filtered","4.3","","2.9","2.86","1.14","2.62","1.01","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64668","159760","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2014-10-07 14:15:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Silver Whisper","0","","","10:10:00 AM","2","12.5","14","15","","32","9.199999999999999","5","6.9","Chaetoceros socialis","Pseudonitzschia","","Rapid Current","Partly Cloudy","Waves","Filtered","4.3","","2.9","2.39","0.94","1.41","1.29","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64669","159761","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2014-10-08 13:40:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Norwegian Gem","","","","11:00:00 AM","3","12.3","14.8","12","","32","8.4","5","6.9","Pseudonitzschia","Chaetoceros socialis","","Medium Current","Downpour","Waves","","4.3","","3.01","4.55","1.31","2.13","1.23","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64670","159762","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-08 14:55:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Aida Bella","","","","11:00:00 AM","3","12.6","15.1","15","","33","8.300000000000001","5","7.2","Chaetoceros socialis","Pseudonitzschia","","Medium Current","Drizzle","Whitecaps","Filtered","3.75","","3.2","2.43","1.56","2.4","1.26","S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64671","159763","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-10 13:40:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Brilliance of the Seas","0","","","12:37:00 PM","2","12.5","12.6","15","","32","8.199999999999999","5","7.45","Chaetoceros socialis","Pseudonitzschia","","Slow Current","Clear","Waves","Filtered","4.4","","1.11","4.02","1.39","1.04","`0.87","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64672","159764","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.402771,-68.202588,"false","Bravo","","2014-10-15 14:25:00+0000","United States","Hancock County","Maine","Gouldsboro",null,"","Norwegian Gem","","","","4:40:00 AM","3","12.6","18.2","7","","32","8.800000000000001","5","7.15","Chaetoceros socialis","Pseudonitzschia","","","Overcast","Ripple","Filtered","4.1","","1.02","1.42","0.54","1.78","1.14","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64673","159765","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-15 14:50:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Ruby Princess","","","","4:40:00 AM","3","12.7","19.4","7","","32","8.4","5","7.4","Pseudonitzschia","Cocinodiscus","","","Overcast","Ripple","Filtered","4.15","","2.46","1.56","0.76","12.33","`0.95","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64674","159766","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-16 13:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Aida Bella","0","","","5:38:00 AM","3","12.7","16.4","10","","33","8.800000000000001","5","7.5","Chaetoceros socialis","Pseudonitzschia","","Medium Current","Partly Cloudy","Waves","Filtered","4.2","","1.39","1.14","0.62","5.69","`0.79","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64675","159767","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-17 13:45:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Summit","2","","","6:30:00 AM","2.5","12.7","17.3","5","","33","8.75","86","7.4","Chaetoceros","Cocinodiscus","","Slow Current","Partly Cloudy","Ripple","Filtered","4.6","Other","3.01","2.67","0.82","8.35","`0.91","SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64676","159768","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-21 13:50:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Royal Princess","0","0","","9:46:00 AM","3","12.2","10.6","8","","","8.75","5","8.050000000000001","Pseudonitzschia","Protoperidinium","","Slow Current","Partly Cloudy","Waves","Filtered","5","","1.4","1.51","0.74","13.29","`0.86","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64677","159769","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-27 15:15:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Ruby Princess","0","","","1:32:00 PM","5","11.8","12","23","","32","8.5","5","7.2","Cocinodiscus","Pseudonitzschia","","Medium Current","Partly Cloudy","Whitecaps","Filtered","5.3","","3.95","5.39","0.99","4.58","`0.9399999999999999","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64678","159770","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.39152,-68.192764,"false","Alpha","","2014-10-27 15:55:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Pearl Mist","0","","","1:32:00 PM","5","12","11.6","23","","33","9.1","5","7.5","Pseudonitzschia","Cocinodiscus","","Medium Current","Partly Cloudy","Whitecaps","Filtered","5.3","","3.05","4.96","0.89","3.42","`0.82","W","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64679","159771","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-04-29 13:37:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","8:26:00 AM","3.1","5.2","7.6","9","","31","9.9","5","","Phaeocystis","Chaetoceros","","Calm","Overcast","Ripple","Filtered","4.95","","0.31","7.35","0.29","8.51","`0.72","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64680","159772","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-05-04 16:03:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","11:55:00 AM","4","8.5","11.5","3.5","","32","10","5","","Chaetoceros socialis","Chaetoceros","","Slow Current","Clear","Ripple","Filtered","5.5","Other","0.83","6.35","0.29","3.95","`0.61","SE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64681","159773","ataylor7","Creative Commons Attribution 4.0 International License","https://creativecommons.org/licenses/by/4.0/",44.393302,-68.204206,"false","Town Pier","","2015-05-13 13:38:00+0000","United States","Hancock County","Maine","Bar Harbor",null,"","Baseline","0","","","6:49:00 AM","6","8","14","10","","32","9.800000000000001","5","","Phaeocystis","scripsiella","","Medium Current","Overcast","Whitecaps","Filtered","3.9","","0.46","6.25","0.39","11.46","`0.87","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
