id,eventID,locationID,geodeticDatum,decimalLatitude,decimalLongitude,countryCode,coordinateUncertaintyInMeters,eventDate,time_low_tide,time_high_tide,air_temp,water_temp,weather,rainfall_mm,wind_direction,wind_speed_knots,water_surface,water_current,tide_stage,tide_height,monitor_names,eventRemarks,salinity_ppt,DO1_ppm,DO2_ppm,DOavg_ppm,DO1_day5_ppm,DO2_day5_ppm,DO_day5_avg,bod,transparency_depth_mean,sampling_method,minimumDepthInMeters,maximumDepthInMeters,nitrate_plus_nitrite,ammonium,orthophosphate,silicate,Alexandrium,Ceratium,Chaetoceros_spp,Chaetoceros_socialis,Coscinodiscus,Dictyocha,Ditylum,Dinophysis_spp,Eucampia,Gonyaulax,Guinardia,Gymnodinium,Gyrosigma,Licmophora,Leptocylindrus,Melosira,Navicula,Nitzschia,Phaeocystis,Pleurosigma,Prorocentrum_spp,Prorocentrum_lima,Protoperidinium,Rhizosolenia,Thalassionema,Thalassiosira,Other_phytoplankton
MDIBL-habs_MDIBL_Dock_22G_2005-07-19T20:00:00UTC,MDIBL_Dock_22G_2005-07-19T20:00:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-07-19T20:00:00Z,2005-07-19T07:19:00Z,2005-07-20T03:59:59Z,17,15,Clear,0,NA,2,Ripple,None,Out,0.6096,Peacock Valerie,"NA|lots of moon jellyfish",34,8.4,9,8.7,NA,NA,NA,NA,2.19,Tow,0.5,1.75,NA,NA,NA,NA,0.027210884353741496,0,0.6530612244897959,0,0.006802721088435374,0,0,0.25170068027210885,0.013605442176870748,0.006802721088435374,0,0,0,0,0,0,0,0.006802721088435374,0,0,0,0,0,0.006802721088435374,0.02040816326530612,0,0.006802721088435374
MDIBL-habs_SWH_Dysarts_21A_2005-07-22T12:20:00UTC,SWH_Dysarts_21A_2005-07-22T12:20:00UTC,SWH_Dysarts_21A,EPSG:4326 WGS84,44.27415296,-68.32196911,US,70,2005-07-22T12:20:00Z,2005-07-22T09:29:00Z,2005-07-23T03:59:59Z,20,13,Clear,0,NA,0.8,Ripple,Low,In,0.9144000000000001,Calcagni Tifin,"NA|NA",33,8.6,8.4,8.5,NA,NA,NA,NA,3.14,Tow,0.5,3,NA,NA,NA,NA,0,0,0.6545454545454545,0.05454545454545454,0,0,0,0.12727272727272726,0,0.03636363636363636,0.01818181818181818,0,0.01818181818181818,0,0,0,0,0,0,0,0,0,0.03636363636363636,0,0.01818181818181818,0,0.03636363636363636
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-07-25T13:52:00UTC,Bar_Harbor_Town_Pier_22D_2005-07-25T13:52:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-07-25T13:52:00Z,2005-07-25T12:33:00Z,2005-07-25T06:47:00Z,22.5,12,Overcast,0,NA,2,Ripple,Medium,Out,0.6096,Chaplin Robert|Kubeck Gwenn|Jones|Hollenbeck Jonathan,"NA|From the Harbor Master: bait recently thrown over dock and a yacht was kicking up dirt because it was in shallow water.",34,8.2,8.4,8.3,NA,NA,NA,NA,3.5,Tow,0.5,3,NA,NA,NA,NA,0.03333333333333333,0,0.5666666666666667,0,0,0,0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.1,0,0,0.03333333333333333,0,0,0,0.03333333333333333,0,0,0,0,0,0.1,0.03333333333333333,0,0
MDIBL-habs_MDIBL_Dock_22G_2005-07-25T18:46:00UTC,MDIBL_Dock_22G_2005-07-25T18:46:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-07-25T18:46:00Z,2005-07-25T12:33:00Z,2005-07-25T18:47:00Z,22.5,14,Partly Cloudy,9.906,NA,1,Ripple,None,In,1.8288000000000002,Peacock Valerie|Simis|McDonnell Zephyr,"NA|NA",32,8,7.6,7.8,NA,NA,NA,NA,2.7,Tow,0.5,2,NA,NA,NA,NA,0,0,0.5683060109289617,0,0,0,0,0.20218579234972678,0.01639344262295082,0.01092896174863388,0.01639344262295082,0,0.01092896174863388,0,0,0,0.00546448087431694,0.01092896174863388,0,0,0,0,0,0,0.15846994535519127,0,0
MDIBL-habs_Anchorage_Alpha_22A_2005-07-28T17:45:00UTC,Anchorage_Alpha_22A_2005-07-28T17:45:00UTC,Anchorage_Alpha_22A,EPSG:4326 WGS84,44.39145975,-68.19188395,US,450,2005-07-28T17:45:00Z,2005-07-28T14:21:00Z,2005-07-29T03:59:59Z,21.5,13.5,Clear,4.064,NA,4,Ripple,Low,Out,1.2192,Jones|Hollenbeck Jonathan|Calcagni Tifin|Kubeck Gwenn|Chaplin Robert,"NA|Cruise Ship Enchantment of the Seas",31,7.9,7.6,7.75,NA,NA,NA,NA,4.24,Tow,0.5,4,NA,NA,NA,NA,0,0,0.780952380952381,0,0,0,0,0.0380952380952381,0.009523809523809525,0,0.10476190476190476,0,0,0,0.01904761904761905,0,0.01904761904761905,0,0,0,0,0,0,0.009523809523809525,0.009523809523809525,0.009523809523809525,0
MDIBL-habs_Bass_Harbor_21B_2005-07-29T14:25:00UTC,Bass_Harbor_21B_2005-07-29T14:25:00UTC,Bass_Harbor_21B,EPSG:4326 WGS84,44.2347384,-68.34908401,US,200,2005-07-29T14:25:00Z,2005-07-29T10:12:00Z,2005-07-30T03:59:59Z,19,12,Clear,0,NA,0.8,Ripple,Low,Out,1.524,MDI Water Quality Coalition|Tremont Consolidated School,"NA|Ferry arrived while towing",32,7.6,6.9,7.2,NA,NA,NA,NA,3.5,Tow,0.5,3.1,NA,NA,NA,NA,0,0,0.36363636363636365,0,0,0,0,0.18181818181818182,0.09090909090909091,0,0,0,0.18181818181818182,0,0,0.09090909090909091,0,0,0,0,0,0,0,0.09090909090909091,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-01T13:50:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-01T13:50:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-01T13:50:00Z,2005-08-01T06:58:00Z,2005-08-01T13:09:00Z,17,13,Drizzle,0.254,NA,3.5,Ripple,Medium,Out,2.4384,Hollenbeck Jonathan,one other is gymnodinium and the other is unkown|oil on surface,34,7.8,8,7.9,NA,NA,NA,NA,4.845,Tow,0.5,4.2,NA,NA,NA,NA,0,0,0.8680555555555556,0,0,0,0,0.020833333333333332,0.013888888888888888,0,0.020833333333333332,0,0,0.020833333333333332,0.006944444444444444,0,0.006944444444444444,0.013888888888888888,0,0,0,0,0.006944444444444444,0,0.006944444444444444,0,0.013888888888888888
MDIBL-habs_MDIBL_Dock_22G_2005-08-02T18:12:00UTC,MDIBL_Dock_22G_2005-08-02T18:12:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-08-02T18:12:00Z,2005-08-02T07:57:00Z,2005-08-03T03:59:59Z,21,16,Overcast,10.668,NA,3.5,Ripple,None,Out,0.3048,Simis|Peacock Valerie|McDonnell Zephyr,we saw two types of phytoplankton that we could not identify- a rectangular single cell and a hamburger shaped dinoflagellate- we took pictures of both.|NA,34,8.6,7.8,8.2,NA,NA,NA,NA,2.28,Tow,0.5,1.5,NA,NA,NA,NA,0,0,0.6639344262295082,0,0,0,0,0.16393442622950818,0.00819672131147541,0,0.03278688524590164,0,0,0,0.03278688524590164,0,0,0,0,0,0,0,0.01639344262295082,0,0,0,0.08196721311475409
MDIBL-habs_SWH_Beals_21A_2005-08-04T12:42:00UTC,SWH_Beals_21A_2005-08-04T12:42:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-08-04T12:42:00Z,2005-08-04T08:50:00Z,2005-08-05T03:59:59Z,26,12.5,Clear,0,NA,0.87,Calm,Low,In,1.524,Calcagni Tifin|Shanholtzer Jennifer,"Did not know to check the salinity, so the test was not run. Blame the new teacher intern.|One fisherman on dock originally, then father and two young kids came down to fish as well.",NA,7.8,8.6,8.2,NA,NA,NA,NA,4.23,Tow,0.5,3.8,NA,NA,NA,NA,0,0,0.7819905213270142,0.009478672985781991,0,0,0,0.07109004739336493,0.009478672985781991,0.004739336492890996,0.004739336492890996,0,0.009478672985781991,0,0.04265402843601896,0,0.009478672985781991,0.014218009478672985,0,0,0,0,0.004739336492890996,0,0,0,0.037914691943127965
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-09T15:24:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-09T15:24:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-09T15:24:00Z,2005-08-09T11:49:00Z,2005-08-10T03:59:59Z,26,13.5,Clear,0,NA,1,Ripple,None,In,1.524,Simis|McDonnell Zephyr|Peacock Valerie,"Strained plankton to make it more concentrated|Alison, Jen, Jane Tifin",32,8.4,8.6,8.5,NA,NA,NA,NA,4.05,Tow,0.5,3,NA,NA,NA,NA,0,0.019230769230769232,0.21153846153846154,0,0.07692307692307693,0,0,0.3076923076923077,0.019230769230769232,0,0.1346153846153846,0,0,0,0,0.057692307692307696,0.038461538461538464,0,0,0,0,0,0,0,0.1346153846153846,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-16T18:16:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-16T18:16:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-16T18:16:00Z,2005-08-16T05:59:00Z,2005-08-17T03:59:59Z,22,15,Partly Cloudy,9.652,NA,3.5,Ripple,Low,Out,0.3048,Simis|McDonnell Zephyr|Peacock Valerie,sample bottle spilled|NA,32,8.4,8,8.2,NA,NA,NA,NA,2.2,Tow,0.5,1.5,NA,NA,NA,NA,0,0,0.0547945205479452,0,0.0410958904109589,0,0,0.3561643835616438,0.0136986301369863,0,0.4657534246575342,0,0,0,0,0,0.0684931506849315,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_MDIBL_Dock_22G_2005-08-16T18:41:00UTC,MDIBL_Dock_22G_2005-08-16T18:41:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-08-16T18:41:00Z,2005-08-16T17:59:00Z,2005-08-17T03:59:59Z,21.5,16,Partly Cloudy,9.652,NA,3,Ripple,Low,Out,0.3048,Simis|McDonnell Zephyr|Peacock Valerie,"NA|people on dock fishing, lots of suspended particles",33,8.2,9,8.6,NA,NA,NA,NA,2,Tow,0.5,1.5,NA,NA,NA,NA,0,0,0.04878048780487805,0,0,0,0,0.3170731707317073,0.04878048780487805,0,0.5609756097560976,0,0,0,0.024390243902439025,0,0,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-24T14:26:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-24T14:26:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-24T14:26:00Z,2005-08-24T12:54:00Z,2005-08-25T03:59:59Z,21,13,Overcast,0,NA,1,Ripple,Low,Out,0.6096,Simis|McDonnell Zephyr,"NA|lots of boat traffic",32,8,7.8,7.9,NA,NA,NA,NA,2.72,Tow,0.5,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0.07017543859649122,0,0.017543859649122806,0.8070175438596491,0,0,0,0.03508771929824561,0,0,0,0,0,0,0,0.017543859649122806,0,0.03508771929824561,0,0.017543859649122806
MDIBL-habs_MDIBL_Dock_22G_2005-08-24T15:08:00UTC,MDIBL_Dock_22G_2005-08-24T15:08:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-08-24T15:08:00Z,2005-08-24T12:57:00Z,2005-08-25T03:59:59Z,27,14,Partly Cloudy,0,NA,1,Ripple,Low,Out,0.6096,Simis|McDonnell Zephyr,"NA|NA",33,6.8,7.8,7.3,NA,NA,NA,NA,2.8,Tow,0.5,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0.2826086956521739,0.09782608695652174,0,0.5978260869565217,0,0,0,0,0,0.010869565217391304,0,0,0,0,0,0.010869565217391304,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-08-30T17:58:00UTC,Bar_Harbor_Town_Pier_22D_2005-08-30T17:58:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-08-30T17:58:00Z,2005-08-30T06:30:00Z,2005-08-31T03:59:59Z,18,13,Drizzle,25.4,NA,0,Ripple,Low,Out,3.3528000000000002,Simis|McDonnell Zephyr,"NA|NA",34,7.6,6.6,7.1,NA,NA,NA,NA,2.49,Tow,0.5,2,NA,NA,NA,NA,0,0,0,0,0.02857142857142857,0,0,0.6571428571428571,0.08571428571428572,0.02857142857142857,0.08571428571428572,0,0.02857142857142857,0,0,0,0.05714285714285714,0,0,0,0,0,0.02857142857142857,0,0,0,0
MDIBL-habs_MDIBL_Dock_22G_2005-08-30T18:35:00UTC,MDIBL_Dock_22G_2005-08-30T18:35:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-08-30T18:35:00Z,2005-08-30T06:30:00Z,2005-08-31T03:59:59Z,17.5,16,Drizzle,25.4,NA,0,Ripple,Low,Out,3.3528000000000002,Simis|McDonnell Zephyr,low phytoplankton count?|transparancy measurement hit bottom,31,8.2,8,8.1,NA,NA,NA,NA,3.02,Tow,0.5,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0.2857142857142857,0.32142857142857145,0.10714285714285714,0.10714285714285714,0,0,0,0,0,0.03571428571428571,0,0,0,0,0,0.03571428571428571,0,0.03571428571428571,0,0.07142857142857142
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-09-07T14:55:00UTC,Bar_Harbor_Town_Pier_22D_2005-09-07T14:55:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-09-07T14:55:00Z,2005-09-07T11:01:00Z,2005-09-08T03:59:59Z,17,14,Clear,0,NA,2.1,Calm,Medium,In,1.524,Simis|Peacock Valerie,"NA|lots of boat traffic by the float- 2 cruise ships at harbor/ lobster boat on dock/ oil on surface of water/ water very green",33,8.4,8.2,8.3,NA,NA,NA,NA,2.6,Tow,0.5,1.5,NA,NA,NA,NA,0,0,0,0,0.015151515151515152,0,0,0.06060606060606061,0.6515151515151515,0,0.07575757575757576,0,0.045454545454545456,0,0.06060606060606061,0,0,0,0,0,0,0,0,0.030303030303030304,0.045454545454545456,0,0.015151515151515152
MDIBL-habs_MDIBL_Dock_22G_2005-09-07T15:35:00UTC,MDIBL_Dock_22G_2005-09-07T15:35:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-09-07T15:35:00Z,2005-09-07T11:01:00Z,2005-09-08T03:59:59Z,21,15,Clear,0,NA,2.1,Calm,Low,In,1.524,Peacock Valerie|Simis,"NA|NA",33,8.4,8.6,8.5,NA,NA,NA,NA,3.32,Tow,0.5,2.5,NA,NA,NA,NA,0,0,0,0,0.008620689655172414,0.008620689655172414,0,0.15517241379310345,0.6724137931034483,0.08620689655172414,0.017241379310344827,0,0,0,0.017241379310344827,0,0,0,0,0,0,0,0,0.008620689655172414,0,0,0.02586206896551724
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-09-14T15:10:00UTC,Bar_Harbor_Town_Pier_22D_2005-09-14T15:10:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-09-14T15:10:00Z,2005-09-14T05:32:00Z,2005-09-15T03:59:59Z,16,12.5,Overcast,0,NA,3.5,Ripple,Low,Out,3.048,Peacock Valerie|Simis,"salinity not measured|2 cruise ships at anchor, lots of tender traffic",NA,7.8,8,7.9,NA,NA,NA,NA,3.92,Tow,0.5,3,NA,NA,NA,NA,0,0,0,0,0.020833333333333332,0,0,0,0.8125,0.010416666666666666,0.010416666666666666,0,0,0,0.010416666666666666,0,0,0,0,0,0,0,0,0.020833333333333332,0.11458333333333333,0,0
MDIBL-habs_MDIBL_Dock_22G_2005-09-14T15:45:00UTC,MDIBL_Dock_22G_2005-09-14T15:45:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-09-14T15:45:00Z,2005-09-14T05:32:00Z,2005-09-15T03:59:59Z,17.5,12,Overcast,0,NA,0.87,Calm,Low,Out,3.048,Peacock Valerie|Simis,lots of eucampia in big spirals- gave jar a reddish tint/ lots of black specs|very calm,33,9.4,9.6,9.5,NA,NA,NA,NA,2.85,Tow,0.5,2,NA,NA,NA,NA,0,0,0,0,0.010309278350515464,0,0,0.18556701030927836,0.6701030927835051,0.041237113402061855,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278350515464,0,0.030927835051546393,0,0.05154639175257732
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-09-21T14:51:00UTC,Bar_Harbor_Town_Pier_22D_2005-09-21T14:51:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-09-21T14:51:00Z,2005-09-21T11:38:00Z,2005-09-22T03:59:59Z,18,12,Clear,3.0479999999999996,NA,11.3,Waves,High,In,1.2192,Peacock Valerie|Simis|Grubb,"NA|2 cruise ships, boats on dock, one guy hosing boat off, lots of boat traffic",34,8,8,8,NA,NA,NA,NA,2.86,Tow,0.5,2,NA,NA,NA,NA,0,0,0,0,0.013245033112582781,0,0,0.13245033112582782,0.5496688741721855,0.006622516556291391,0.006622516556291391,0,0,0,0.09933774834437085,0,0.033112582781456956,0,0,0,0,0,0.013245033112582781,0,0.1390728476821192,0,0.006622516556291391
MDIBL-habs_MDIBL_Dock_22G_2005-09-21T15:25:00UTC,MDIBL_Dock_22G_2005-09-21T15:25:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-09-21T15:25:00Z,2005-09-21T11:38:00Z,2005-09-22T03:59:59Z,19,13,Clear,3.0479999999999996,NA,11.3,Waves,None,In,1.2192,Peacock Valerie|Simis|Grubb,"NA|windy",35,8.2,7.6,7.9,NA,NA,NA,NA,3.35,Tow,0.5,2.5,NA,NA,NA,NA,0,0,0,0,0.00881057268722467,0,0,0.030837004405286344,0.8766519823788547,0,0,0,0.004405286343612335,0,0.01762114537444934,0,0.05726872246696035,0,0,0,0,0,0,0,0,0,0.004405286343612335
MDIBL-habs_MDIBL_Dock_22G_2005-09-28T13:25:00UTC,MDIBL_Dock_22G_2005-09-28T13:25:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-09-28T13:25:00Z,2005-09-28T05:55:00Z,2005-09-29T03:59:59Z,12,12.5,Clear,2.794,NA,0,Calm,Low,In,2.1336,Peacock Valerie|Simis|Grubb,"NA|very calm",34,8.2,8.2,8.2,NA,NA,NA,NA,4.2,Tow,0.5,3.2,NA,NA,NA,NA,0,0,0,0,0.007692307692307693,0,0,0.1,0.7692307692307693,0.011538461538461539,0.06153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046153846153846156,0,0.0038461538461538464
MDIBL-habs_SWH_Beals_21A_2005-09-28T12:59:00UTC,SWH_Beals_21A_2005-09-28T12:59:00UTC,SWH_Beals_21A,EPSG:4326 WGS84,44.2749688,-68.31374237,US,10,2005-09-28T12:59:00Z,2005-09-28T05:28:00Z,2005-09-28T12:08:00Z,11.5,12.5,Clear,2.794,NA,4,Ripple,Low,Out,2.4384,Burne Bonnie|Kubeck Gwenn,"NA|big, stinky messy barge with crane goes by. Slight oil on water surface",35,7.4,8.4,7.9,NA,NA,NA,NA,5,Tow,0.5,4.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0.022727272727272728,0.3181818181818182,0.22727272727272727,0.022727272727272728,0,0.06818181818181818,0,0.3181818181818182,0.022727272727272728,0,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_Bass_Harbor_21B_2005-09-29T17:05:00UTC,Bass_Harbor_21B_2005-09-29T17:05:00UTC,Bass_Harbor_21B,EPSG:4326 WGS84,44.2347384,-68.34908401,US,200,2005-09-29T17:05:00Z,2005-09-29T06:19:00Z,2005-09-29T13:02:00Z,17,14,Partly Cloudy,0,NA,15,Whitecaps,Medium,Out,3.6576000000000004,Turner Tammy|Kubeck Gwenn,"DO2 tritrator slipped|sun temp:24, check thermometer, while fixing DO of one sample, there may have been one drops too many added, windy when adding drops for DO-may have blown",31,7,NA,7,NA,NA,NA,NA,3.45,Tow,0.5,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.21052631578947367,0,0.05263157894736842,0,0,0,0.5789473684210527,0.10526315789473684,0.05263157894736842,0,0,0,0,0,0,0,0,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-10-05T12:45:00UTC,Bar_Harbor_Town_Pier_22D_2005-10-05T12:45:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-10-05T12:45:00Z,2005-10-05T10:25:00Z,2005-10-06T03:59:59Z,12,12,Fog,0,NA,0.8,Calm,Low,Out,0.9144000000000001,Peacock Valerie|Simis|McDonnell Zephyr|Grubb,"NA|Lobsterman dumping bait juice off head of pier/ Cruise ship at anchor- tender traffic",34,8.2,8,8.1,NA,NA,NA,NA,3.31,Tow,0.5,2.5,NA,NA,NA,NA,0,0,0.009523809523809525,0,0.009523809523809525,0,0,0.02857142857142857,0.2857142857142857,0.009523809523809525,0.01904761904761905,0,0,0,0.6190476190476191,0.009523809523809525,0,0,0,0,0,0,0,0,0.009523809523809525,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-10-05T12:51:00UTC,Bar_Harbor_Town_Pier_22D_2005-10-05T12:51:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-10-05T12:51:00Z,2005-10-05T05:55:00Z,2005-10-06T03:59:59Z,11,11.5,Clear,2.794,NA,3,Ripple,Medium,In,2.1336,Simis|Peacock Valerie|McDonnell Zephyr,"NA|no aquascope/ cruise ship at anchor- tender traffic",34,8.2,7.8,8,NA,NA,NA,NA,4.61,Tow,0.5,3.5,NA,NA,NA,NA,0,0.0056179775280898875,0,0,0.033707865168539325,0,0,0.06741573033707865,0.7078651685393258,0,0.056179775280898875,0,0.0056179775280898875,0,0.06741573033707865,0,0,0,0,0,0,0,0,0,0.056179775280898875,0,0
MDIBL-habs_MDIBL_Dock_22G_2005-10-05T13:26:00UTC,MDIBL_Dock_22G_2005-10-05T13:26:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-10-05T13:26:00Z,2005-10-05T10:25:00Z,2005-10-06T03:59:59Z,13.5,13,Fog,0,NA,0.8,Calm,Low,Out,1.2192,Simis|Peacock Valerie|McDonnell Zephyr|Grubb,"NA|NA",35,7.8,7.4,7.6,NA,NA,NA,NA,3.12,Tow,0.5,2,NA,NA,NA,NA,0.009345794392523364,0,0.009345794392523364,0,0.018691588785046728,0,0,0.028037383177570093,0.38317757009345793,0.009345794392523364,0.056074766355140186,0,0,0,0.4485981308411215,0,0,0,0,0,0,0,0.009345794392523364,0,0.018691588785046728,0,0.009345794392523364
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-10-12T12:47:00UTC,Bar_Harbor_Town_Pier_22D_2005-10-12T12:47:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-10-12T12:47:00Z,2005-10-12T16:10:00Z,2005-10-13T03:59:59Z,9,11.5,Partly Cloudy,9.398,NA,10,Ripple,Medium,Out,2.7432000000000003,Peacock Valerie|Simis|McDonnell Zephyr,"NA|Cruise ship at anchor, barge working on end of pier- lots of rain in the last week, water is very brown",31,7.2,7.2,7.2,NA,NA,NA,NA,3.37,Tow,0.5,2.5,NA,NA,NA,NA,0.013422818791946308,0,0.020134228187919462,0,0.040268456375838924,0,0,0.2080536912751678,0.12080536912751678,0.020134228187919462,0.020134228187919462,0,0.03355704697986577,0,0.020134228187919462,0.03355704697986577,0.013422818791946308,0,0,0,0,0,0.436241610738255,0,0.020134228187919462,0,0
MDIBL-habs_Northeast_Harbor_21C_2005-10-12T14:15:00UTC,Northeast_Harbor_21C_2005-10-12T14:15:00UTC,Northeast_Harbor_21C,EPSG:4326 WGS84,44.29663082,-68.28161929,US,200,2005-10-12T14:15:00Z,2005-10-12T16:10:00Z,2005-10-12T10:25:00Z,13,13,Clear,9.652,NA,6,Calm,Low,Out,3.3528000000000002,Kubeck Gwenn,"Something wrong with DO chemicals|seaweed under dock, bubble in themometer, perhaps not functioning, boats in water, one boat arrived as we were collecting samples",32,NA,NA,NA,NA,NA,NA,NA,3.5,Tow,0.5,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.6842105263157895,0.05263157894736842,0,0,0,0,0.21052631578947367,0,0,0,0,0,0,0,0,0,0.05263157894736842,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-10-16T13:30:00UTC,Bar_Harbor_Town_Pier_22D_2005-10-16T13:30:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-10-16T13:30:00Z,2005-10-16T10:59:00Z,2005-10-16T16:57:00Z,NA,16,Fog,0,NA,7,Ripple,Low,In,0.9144000000000001,Kubeck Gwenn|Chaplin Robert,"NA|floating seaweed, boat traffic, lobster trap bacteria possible",35,8.3,7.4,7.85,NA,NA,NA,NA,3.5,Tow,0.5,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0.13333333333333333,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0
MDIBL-habs_MDIBL_Dock_22G_2005-10-19T12:35:00UTC,MDIBL_Dock_22G_2005-10-19T12:35:00UTC,MDIBL_Dock_22G,EPSG:4326 WGS84,44.39152,-68.192764,US,5,2005-10-19T12:35:00Z,2005-10-19T10:26:00Z,2005-10-20T03:59:59Z,9,10.5,Clear,0,NA,0.87,Calm,Low,Out,0.6096,Peacock Valerie|Simis|McDonnell Zephyr,"NA|no aquascope/ secchi disk hit bottom/ used the 10 micron net- 2.5 minute tow",35,7.4,6,6.7,NA,NA,NA,NA,3.3,Tow,0.5,2.3,NA,NA,NA,NA,0,0,0,0,0.03076923076923077,0,0,0.6,0.07692307692307693,0.06153846153846154,0.015384615384615385,0,0.03076923076923077,0,0,0,0.046153846153846156,0,0,0,0,0,0.1076923076923077,0.015384615384615385,0.015384615384615385,0,0
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2005-10-19T13:30:00UTC,Bar_Harbor_Town_Pier_22D_2005-10-19T13:30:00UTC,Bar_Harbor_Town_Pier_22D,EPSG:4326 WGS84,44.402771,-68.202588,US,5,2005-10-19T13:30:00Z,2005-10-19T10:26:00Z,2005-10-19T16:21:00Z,10.5,12,Clear,0,NA,8.5,Waves,Medium,In,1.2192,Kubeck Gwenn|Chaplin Robert,"few phytoplankton|current pulling under the dock-changes kind of phytoplankton, wind from the NW, big whale watch boats, lobster traps and small boats on dock",34,6.5,6.3,6.4,NA,NA,NA,NA,3.94,Tow,0.5,3.44,NA,NA,NA,NA,0,0,0,0,0,0,0,0.25,0.625,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
